CORRIDOR,DIR,REF_POINT,SMT_CITY_NAME,COUNTY,CRASH_MONTH,CRASH_YEAR,DAY_OF_WEEK,SMS_X_CORD,SMS_Y_CORD,LATITUDE,LONGITUDE,REF_POINT_FLOAT
C022250,A,003+1.036,NOT IN CITY LIMITS,JEFFERSON,APRIL,2019,TUE,391572.63306,184510.64320,,,4.036
C056395,A,002+0.038,NOT IN CITY LIMITS,YELLOWSTONE,MARCH,2019,SAT,678081.39803,167808.00433,,,2.038
C056395,A,002+0.037,NOT IN CITY LIMITS,YELLOWSTONE,DECEMBER,2019,SUN,678078.91445,167805.10598,45.755422469999999,-108.49606691,2.037
C056395,A,002+0.031,NOT IN CITY LIMITS,YELLOWSTONE,DECEMBER,2019,THU,678069.90179,167794.38969,,,2.031
C056395,A,002+0.020,BILLINGS,YELLOWSTONE,OCTOBER,2019,SAT,678052.54921,167804.54194,45.755420434774102,-108.49640596818701,2.02
C056395,A,001+0.990,NOT IN CITY LIMITS,YELLOWSTONE,OCTOBER,2019,SUN,678004.09149,167787.10053,,,1.99
C056395,A,001+0.985,NOT IN CITY LIMITS,YELLOWSTONE,NOVEMBER,2019,THU,677992.17886,167791.25211,45.7553077892548,-108.49718430862301,1.9849999999999999
C056395,A,000+0.043,BILLINGS,YELLOWSTONE,DECEMBER,2019,SUN,675077.63400,167098.41600,45.8820059662512,-111.431743147339,0.043
C056395,A,000+0.019,BILLINGS,YELLOWSTONE,MARCH,2019,WED,675039.68400,167089.28500,,,0.019
C081001,A,020+0.360,NOT IN CITY LIMITS,BEAVERHEAD,SEPTEMBER,2019,MON,350107.89035,143874.34709,,,20.36
C081001,A,020+0.313,DILLON,BEAVERHEAD,JULY,2019,MON,350115.04534,143798.48287,,,20.313
C081001,A,000+0.122,NOT IN CITY LIMITS,BEAVERHEAD,JUNE,2019,FRI,354239.47890,113451.60573,,,0.122
C081001,A,000+0.119,NOT IN CITY LIMITS,BEAVERHEAD,JUNE,2019,FRI,354223.16900,113442.25015,45.226455901501502,-112.63073006721601,0.119
C031007,A,000+0.916,NOT IN CITY LIMITS,MINERAL,OCTOBER,2019,SUN,191263.73054,341700.49150,,,0.916
C081022,A,016+0.695,NOT IN CITY LIMITS,CASCADE,NOVEMBER,2019,WED,410212.95562,365022.65334,,,16.695
C081022,A,013+0.261,NOT IN CITY LIMITS,LEWIS AND CLARK,JULY,2019,SUN,404807.32199,365035.25616,,,13.261
C056395,A,002+0.041,BILLINGS,YELLOWSTONE,JULY,2019,SAT,678085.82346,167801.38608,,,2.041
C081022,A,002+0.943,NOT IN CITY LIMITS,LEWIS AND CLARK,JULY,2019,TUE,388608.17080,366128.56089,,,2.943
C056395,A,002+0.122,BILLINGS,YELLOWSTONE,JANUARY,2019,WED,678215.51000,167792.87600,45.7553132633271,-108.494301103716,2.122
C056683,A,000+0.038,NOT IN CITY LIMITS,YELLOWSTONE,DECEMBER,2019,MON,661872.61792,159516.98403,,,0.038
C221114,A,000+0.805,NOT IN CITY LIMITS,FLATHEAD,AUGUST,2019,SAT,241962.79045,454415.23428,48.24032522668,-114.325222590448,0.805
C221114,D,000+0.800,NOT IN CITY LIMITS,FLATHEAD,APRIL,2019,MON,241948.06256,454423.47690,,,0.8
C221114,D,000+0.126,KALISPELL,FLATHEAD,NOVEMBER,2019,TUE,241710.96230,453634.99496,,,0.126
C022926,A,001+0.278,NOT IN CITY LIMITS,JEFFERSON,OCTOBER,2019,FRI,411973.01503,259499.67991,,,1.278
C056683,A,005+0.218,NOT IN CITY LIMITS,YELLOWSTONE,DECEMBER,2019,THU,668644.09900,164318.57094,,,5.218
C056683,A,004+0.486,NOT IN CITY LIMITS,YELLOWSTONE,APRIL,2019,SAT,667700.81440,163614.83309,,,4.486
C056683,A,004+0.011,NOT IN CITY LIMITS,YELLOWSTONE,FEBRUARY,2019,FRI,667081.17113,163168.21055,45.7149903972992,-108.637971263811,4.011
C056683,A,003+0.513,NOT IN CITY LIMITS,YELLOWSTONE,JUNE,2019,SUN,666426.42321,162704.90868,,,3.513
C056683,A,003+0.450,NOT IN CITY LIMITS,YELLOWSTONE,JANUARY,2019,THU,666337.79114,162655.06482,45.710325331132097,-108.647740945938,3.45
C056683,A,002+0.834,NOT IN CITY LIMITS,YELLOWSTONE,NOVEMBER,2019,THU,665538.90233,162067.72414,45.7048122036734,-108.658657633922,2.834
C056683,A,002+0.801,NOT IN CITY LIMITS,YELLOWSTONE,JUNE,2019,FRI,665498.38547,162033.16370,45.7048122036734,-108.658657633922,2.801
C056683,A,001+0.303,NOT IN CITY LIMITS,YELLOWSTONE,APRIL,2019,WED,663558.80084,160617.10750,,,1.303
C056683,A,000+0.751,NOT IN CITY LIMITS,YELLOWSTONE,JUNE,2019,MON,662822.17607,160119.20504,45.687838082514503,-108.69323924416,0.751
C056683,A,000+0.749,NOT IN CITY LIMITS,YELLOWSTONE,OCTOBER,2019,WED,662831.49833,160100.90442,45.687672515428098,-108.693121957291,0.749
C056683,A,000+0.221,NOT IN CITY LIMITS,YELLOWSTONE,JULY,2019,SAT,662118.09064,159637.30710,45.683565974981299,-108.702343482777,0.221
C056683,A,000+0.026,NOT IN CITY LIMITS,YELLOWSTONE,MAY,2019,FRI,661862.97400,159533.08000,45.6826356320132,-108.705621573582,0.026
C221114,A,000+0.805,NOT IN CITY LIMITS,FLATHEAD,MAY,2019,THU,241961.52279,454415.82020,48.24032522668,-114.325222590448,0.805
C081022,A,001+0.893,NOT IN CITY LIMITS,LEWIS AND CLARK,SEPTEMBER,2019,MON,386950.38080,366028.56934,,,1.893
C044302,A,005+0.866,NOT IN CITY LIMITS,ROSEBUD,OCTOBER,2019,SAT,827540.18986,228474.52121,,,5.866
C045077,A,001+0.003,NOT IN CITY LIMITS,SANDERS,JANUARY,2019,FRI,213469.90381,385945.85933,,,1.003
C045077,A,000+0.061,NOT IN CITY LIMITS,SANDERS,NOVEMBER,2019,SUN,214982.84915,385844.55688,,,0.061
C025295,A,004+0.204,NOT IN CITY LIMITS,LEWIS AND CLARK,OCTOBER,2019,MON,408033.47301,272507.49282,,,4.204
